t_rel,server,client_ip,gap_ms,tcp_rtt_ms,syn_ttl,syn_window,provider,protocol,country,ua_string
10515.235,eu,ip_ecd80b8d7519b79f,49.286,118.142,46,65535,soax,socks5,ca,curl/8.5.0
10518.807,eu,ip_ecd80b8d7519b79f,103.319,115.967,46,65535,soax,socks5,ca,curl/8.5.0
10522.329,eu,ip_ecd80b8d7519b79f,44.888,120.521,46,65535,soax,socks5,ca,curl/8.5.0
10525.283,eu,ip_ecd80b8d7519b79f,44.134,120.344,47,65535,soax,socks5,ca,curl/8.5.0
10528.567,eu,ip_ecd80b8d7519b79f,47.58,118.135,46,65535,soax,socks5,ca,curl/8.5.0
10531.799,eu,ip_ecd80b8d7519b79f,44.783,117.337,46,65535,soax,socks5,ca,curl/8.5.0
10535.452,eu,ip_ecd80b8d7519b79f,44.773,116.912,46,65535,soax,socks5,ca,curl/8.5.0
10539.032,eu,ip_ecd80b8d7519b79f,98.773,121.795,46,65535,soax,socks5,ca,curl/8.5.0
10542.309,eu,ip_ecd80b8d7519b79f,45.874,114.972,46,65535,soax,socks5,ca,curl/8.5.0
10545.460,eu,ip_ecd80b8d7519b79f,37.624,129.832,46,65535,soax,socks5,ca,curl/8.5.0
10548.802,eu,ip_ecd80b8d7519b79f,53.854,119.57,46,65535,soax,socks5,ca,curl/8.5.0
10552.169,eu,ip_ecd80b8d7519b79f,44.825,116.047,46,65535,soax,socks5,ca,curl/8.5.0
10554.999,eu,ip_ecd80b8d7519b79f,44.731,121.967,46,65535,soax,socks5,ca,curl/8.5.0
10558.220,eu,ip_ecd80b8d7519b79f,49.215,122.105,47,65535,soax,socks5,ca,curl/8.5.0
10561.198,eu,ip_ecd80b8d7519b79f,43.418,119.561,47,65535,soax,socks5,ca,curl/8.5.0
10564.830,eu,ip_ecd80b8d7519b79f,89.702,120.314,47,65535,soax,socks5,ca,curl/8.5.0
10568.287,eu,ip_ecd80b8d7519b79f,49.227,122.109,46,65535,soax,socks5,ca,curl/8.5.0
10571.293,eu,ip_ecd80b8d7519b79f,46.443,121.026,46,65535,soax,socks5,ca,curl/8.5.0
10574.310,eu,ip_ecd80b8d7519b79f,47.601,121.319,46,65535,soax,socks5,ca,curl/8.5.0
10577.596,eu,ip_ecd80b8d7519b79f,107.776,121.134,46,65535,soax,socks5,ca,curl/8.5.0
10581.188,eu,ip_ecd80b8d7519b79f,31.574,134.525,46,65535,soax,socks5,ca,curl/8.5.0
10583.924,eu,ip_ecd80b8d7519b79f,50.079,117.451,46,65535,soax,socks5,ca,curl/8.5.0
10587.329,eu,ip_ecd80b8d7519b79f,53.094,113.002,47,65535,soax,socks5,ca,curl/8.5.0
10590.856,eu,ip_ecd80b8d7519b79f,83.722,125.666,47,65535,soax,socks5,ca,curl/8.5.0
10594.167,eu,ip_ecd80b8d7519b79f,44.824,121.177,47,65535,soax,socks5,ca,curl/8.5.0
10597.298,eu,ip_ecd80b8d7519b79f,91.347,115.896,47,65535,soax,socks5,ca,curl/8.5.0
10600.866,eu,ip_ecd80b8d7519b79f,71.881,119.674,46,65535,soax,socks5,ca,curl/8.5.0
10603.683,eu,ip_ecd80b8d7519b79f,48.62,121.107,46,65535,soax,socks5,ca,curl/8.5.0
10607.258,eu,ip_ecd80b8d7519b79f,46.319,120.986,46,65535,soax,socks5,ca,curl/8.5.0
10610.903,eu,ip_ecd80b8d7519b79f,95.752,116.52,47,65535,soax,socks5,ca,curl/8.5.0
10614.115,eu,ip_ecd80b8d7519b79f,51.6,114.36,47,65535,soax,socks5,ca,curl/8.5.0
10617.077,eu,ip_ecd80b8d7519b79f,44.919,118.969,47,65535,soax,socks5,ca,curl/8.5.0
10620.557,eu,ip_ecd80b8d7519b79f,45.031,120.367,47,65535,soax,socks5,ca,curl/8.5.0
10623.603,eu,ip_ecd80b8d7519b79f,49.232,121.304,47,65535,soax,socks5,ca,curl/8.5.0
10626.507,eu,ip_ecd80b8d7519b79f,94.881,119.022,47,65535,soax,socks5,ca,curl/8.5.0
10629.820,eu,ip_ecd80b8d7519b79f,66.511,122.425,47,65535,soax,socks5,ca,curl/8.5.0
10633.467,eu,ip_ecd80b8d7519b79f,58.232,116.737,46,65535,soax,socks5,ca,curl/8.5.0
10637.020,eu,ip_ecd80b8d7519b79f,53.943,118.915,46,65535,soax,socks5,ca,curl/8.5.0
10639.950,eu,ip_ecd80b8d7519b79f,97.982,116.721,46,65535,soax,socks5,ca,curl/8.5.0
10642.790,eu,ip_ecd80b8d7519b79f,56.825,120.401,47,65535,soax,socks5,ca,curl/8.5.0
10646.265,eu,ip_ecd80b8d7519b79f,102.586,122.554,46,65535,soax,socks5,ca,curl/8.5.0
10649.543,eu,ip_ecd80b8d7519b79f,44.83,121.844,46,65535,soax,socks5,ca,curl/8.5.0
10652.873,eu,ip_ecd80b8d7519b79f,71.07,116.696,47,65535,soax,socks5,ca,curl/8.5.0
10656.430,eu,ip_ecd80b8d7519b79f,49.392,116.769,46,65535,soax,socks5,ca,curl/8.5.0
10659.206,eu,ip_ecd80b8d7519b79f,44.894,121.197,47,65535,soax,socks5,ca,curl/8.5.0
10665.860,eu,ip_f4eb6fece13b4988,2452.28,89.193,51,64240,soax,socks5,ca,curl/8.5.0
10662.247,eu,ip_ecd80b8d7519b79f,44.827,116.526,47,65535,soax,socks5,ca,curl/8.5.0
10669.038,eu,ip_ecd80b8d7519b79f,49.295,121.218,46,65535,soax,socks5,ca,curl/8.5.0
10671.861,eu,ip_ecd80b8d7519b79f,52.623,118.915,47,65535,soax,socks5,ca,curl/8.5.0
10674.621,eu,ip_ecd80b8d7519b79f,44.763,118.013,47,65535,soax,socks5,ca,curl/8.5.0
10678.083,eu,ip_ecd80b8d7519b79f,44.842,120.319,47,65535,soax,socks5,mx,curl/8.5.0
10680.923,eu,ip_ecd80b8d7519b79f,48.632,161.623,47,65535,soax,socks5,mx,curl/8.5.0
10683.994,eu,ip_ecd80b8d7519b79f,44.266,116.673,47,65535,soax,socks5,mx,curl/8.5.0
10686.817,eu,ip_ecd80b8d7519b79f,80.734,117.421,47,65535,soax,socks5,mx,curl/8.5.0
10690.204,eu,ip_ecd80b8d7519b79f,49.985,119.791,47,65535,soax,socks5,mx,curl/8.5.0
10693.376,eu,ip_ecd80b8d7519b79f,49.368,120.714,47,65535,soax,socks5,mx,curl/8.5.0
10696.296,eu,ip_ecd80b8d7519b79f,49.364,121.192,47,65535,soax,socks5,mx,curl/8.5.0
10699.537,eu,ip_ecd80b8d7519b79f,45.008,115.888,47,65535,soax,socks5,mx,curl/8.5.0
10703.077,eu,ip_ecd80b8d7519b79f,44.976,129.313,47,65535,soax,socks5,mx,curl/8.5.0
10706.069,eu,ip_ecd80b8d7519b79f,44.988,123.35,47,65535,soax,socks5,mx,curl/8.5.0
10709.416,eu,ip_ecd80b8d7519b79f,48.856,116.573,47,65535,soax,socks5,mx,curl/8.5.0
10712.795,eu,ip_ecd80b8d7519b79f,73.72,119.419,47,65535,soax,socks5,mx,curl/8.5.0
10715.703,eu,ip_ecd80b8d7519b79f,49.091,121.989,46,65535,soax,socks5,mx,curl/8.5.0
10719.030,eu,ip_ecd80b8d7519b79f,49.221,122.24,47,65535,soax,socks5,mx,curl/8.5.0
10722.074,eu,ip_ecd80b8d7519b79f,44.807,114.408,47,65535,soax,socks5,mx,curl/8.5.0
10725.113,eu,ip_ecd80b8d7519b79f,46.31,117.399,47,65535,soax,socks5,mx,curl/8.5.0
10728.044,eu,ip_ecd80b8d7519b79f,44.832,121.109,47,65535,soax,socks5,mx,curl/8.5.0
10731.737,eu,ip_ecd80b8d7519b79f,42.654,201.205,47,65535,soax,socks5,mx,curl/8.5.0
10734.657,eu,ip_ecd80b8d7519b79f,45.053,120.466,47,65535,soax,socks5,mx,curl/8.5.0
10738.251,eu,ip_ecd80b8d7519b79f,53.832,116.785,46,65535,soax,socks5,mx,curl/8.5.0
10741.282,eu,ip_ecd80b8d7519b79f,49.406,121.183,47,65535,soax,socks5,mx,curl/8.5.0
10744.901,eu,ip_ecd80b8d7519b79f,48.554,121.206,47,65535,soax,socks5,mx,curl/8.5.0
10748.401,eu,ip_ecd80b8d7519b79f,44.938,122.524,47,65535,soax,socks5,mx,curl/8.5.0
10752.069,eu,ip_ecd80b8d7519b79f,63.329,117.611,47,65535,soax,socks5,mx,curl/8.5.0
10755.688,eu,ip_ecd80b8d7519b79f,44.791,121.192,47,65535,soax,socks5,mx,curl/8.5.0
10758.485,eu,ip_ecd80b8d7519b79f,45.041,121.226,47,65535,soax,socks5,mx,curl/8.5.0
10762.132,eu,ip_ecd80b8d7519b79f,50.028,116.892,47,65535,soax,socks5,mx,curl/8.5.0
10765.084,eu,ip_ecd80b8d7519b79f,44.216,121.136,47,65535,soax,socks5,mx,curl/8.5.0
10768.749,eu,ip_ecd80b8d7519b79f,49.338,121.199,47,65535,soax,socks5,mx,curl/8.5.0
10772.838,eu,ip_ecd80b8d7519b79f,44.863,122.163,47,65535,soax,socks5,mx,curl/8.5.0
10776.733,eu,ip_eab3dfe2498349fa,105.107,181.297,51,65535,soax,socks5,mx,curl/8.5.0
10794.852,eu,ip_eab3dfe2498349fa,210.259,196.482,51,65535,soax,socks5,mx,curl/8.5.0
10822.703,eu,ip_eab3dfe2498349fa,106.332,201.229,51,65535,soax,socks5,mx,curl/8.5.0
10902.579,eu,ip_7947fb7b98e38336,10.151,13.863,56,64240,soax,socks5,br,curl/8.5.0
10906.575,eu,ip_7947fb7b98e38336,15.256,13.572,56,64240,soax,socks5,br,curl/8.5.0
10898.278,eu,ip_7947fb7b98e38336,34.175,13.906,56,64240,soax,socks5,br,curl/8.5.0
10910.261,eu,ip_7947fb7b98e38336,0.231,13.515,56,64240,soax,socks5,br,curl/8.5.0
10894.799,eu,ip_7947fb7b98e38336,0.239,15.508,56,64240,soax,socks5,br,curl/8.5.0
10913.741,eu,ip_7947fb7b98e38336,0.146,13.561,56,64240,soax,socks5,br,curl/8.5.0
10917.016,eu,ip_7947fb7b98e38336,0.253,13.553,56,64240,soax,socks5,br,curl/8.5.0
10950.703,eu,ip_eab3dfe2498349fa,95.981,201.064,51,65535,soax,socks5,br,curl/8.5.0
10988.800,eu,ip_eab3dfe2498349fa,105.251,187.317,51,65535,soax,socks5,br,curl/8.5.0
11000.212,eu,ip_eab3dfe2498349fa,91.61,173.544,51,65535,soax,socks5,br,curl/8.5.0
11003.851,eu,ip_eab3dfe2498349fa,100.519,201.043,51,65535,soax,socks5,br,curl/8.5.0
11018.803,eu,ip_eab3dfe2498349fa,205.616,196.593,51,65535,soax,socks5,br,curl/8.5.0
11026.504,eu,ip_eab3dfe2498349fa,96.023,210.315,51,65535,soax,socks5,br,curl/8.5.0
11030.299,eu,ip_eab3dfe2498349fa,123.535,173.546,51,65535,soax,socks5,br,curl/8.5.0
11037.454,eu,ip_eab3dfe2498349fa,91.523,173.683,51,65535,soax,socks5,br,curl/8.5.0
11044.409,eu,ip_eab3dfe2498349fa,146.455,173.55,51,65535,soax,socks5,gb,curl/8.5.0
11050.699,eu,ip_eab3dfe2498349fa,91.525,169.059,51,65535,soax,socks5,gb,curl/8.5.0
11054.745,eu,ip_eab3dfe2498349fa,95.748,169.312,51,65535,soax,socks5,gb,curl/8.5.0
11058.113,eu,ip_eab3dfe2498349fa,100.644,169.043,51,65535,soax,socks5,gb,curl/8.5.0
11062.026,eu,ip_eab3dfe2498349fa,91.507,172.329,51,65535,soax,socks5,gb,curl/8.5.0
11072.171,eu,ip_eab3dfe2498349fa,92.758,172.305,51,65535,soax,socks5,gb,curl/8.5.0
11075.155,eu,ip_ee12a09cc6e67d9b,103.736,15.995,53,65535,soax,socks5,gb,curl/8.5.0
11078.124,eu,ip_ee12a09cc6e67d9b,103.737,16.242,53,65535,soax,socks5,gb,curl/8.5.0
11080.775,eu,ip_ee12a09cc6e67d9b,104.001,17.58,53,65535,soax,socks5,gb,curl/8.5.0
11083.657,eu,ip_ee12a09cc6e67d9b,103.628,16.222,53,65535,soax,socks5,gb,curl/8.5.0
11087.066,eu,ip_ee12a09cc6e67d9b,101.893,16.311,53,65535,soax,socks5,gb,curl/8.5.0
11090.002,eu,ip_ee12a09cc6e67d9b,104.648,16.8,53,65535,soax,socks5,gb,curl/8.5.0
11093.097,eu,ip_ee12a09cc6e67d9b,106.011,15.703,53,65535,soax,socks5,gb,curl/8.5.0
11096.110,eu,ip_ee12a09cc6e67d9b,102.438,16.58,53,65535,soax,socks5,gb,curl/8.5.0
11099.601,eu,ip_ee12a09cc6e67d9b,103.127,17.772,53,65535,soax,socks5,gb,curl/8.5.0
11102.470,eu,ip_ee12a09cc6e67d9b,147.82,16.201,53,65535,soax,socks5,gb,curl/8.5.0
11105.706,eu,ip_ee12a09cc6e67d9b,102.275,16.089,53,65535,soax,socks5,gb,curl/8.5.0
11108.441,eu,ip_ee12a09cc6e67d9b,102.522,15.751,53,65535,soax,socks5,gb,curl/8.5.0
11111.354,eu,ip_ee12a09cc6e67d9b,144.247,15.853,53,65535,soax,socks5,gb,curl/8.5.0
11114.720,eu,ip_ee12a09cc6e67d9b,105.662,16.204,53,65535,soax,socks5,gb,curl/8.5.0
11117.937,eu,ip_44e0e797316cd4a6,119.234,84.979,52,65535,soax,socks5,gb,curl/8.5.0
11120.994,eu,ip_ee12a09cc6e67d9b,105.38,16.458,53,65535,soax,socks5,gb,curl/8.5.0
11123.778,eu,ip_44e0e797316cd4a6,158.113,84.438,52,65535,soax,socks5,gb,curl/8.5.0
11126.716,eu,ip_ee12a09cc6e67d9b,102.25,17.127,53,65535,soax,socks5,gb,curl/8.5.0
11129.802,eu,ip_ee12a09cc6e67d9b,103.594,16.237,53,65535,soax,socks5,gb,curl/8.5.0
11135.536,eu,ip_ee12a09cc6e67d9b,102.116,16.349,53,65535,soax,socks5,gb,curl/8.5.0
11138.728,eu,ip_ee12a09cc6e67d9b,103.665,16.139,53,65535,soax,socks5,gb,curl/8.5.0
11141.810,eu,ip_ee12a09cc6e67d9b,103.663,16.205,53,65535,soax,socks5,gb,curl/8.5.0
11144.906,eu,ip_ee12a09cc6e67d9b,105.373,16.095,53,65535,soax,socks5,gb,curl/8.5.0
11148.176,eu,ip_ee12a09cc6e67d9b,145.738,16.265,53,65535,soax,socks5,gb,curl/8.5.0
11150.809,eu,ip_ee12a09cc6e67d9b,102.175,15.974,53,65535,soax,socks5,gb,curl/8.5.0
11153.798,eu,ip_ee12a09cc6e67d9b,147.483,16.205,53,65535,soax,socks5,gb,curl/8.5.0
11156.545,eu,ip_ee12a09cc6e67d9b,103.893,15.964,53,65535,soax,socks5,gb,curl/8.5.0
11159.105,eu,ip_ee12a09cc6e67d9b,105.71,15.651,53,65535,soax,socks5,gb,curl/8.5.0
11161.795,eu,ip_ee12a09cc6e67d9b,110.286,15.98,53,65535,soax,socks5,gb,curl/8.5.0
11164.766,eu,ip_ee12a09cc6e67d9b,103.773,16.209,53,65535,soax,socks5,gb,curl/8.5.0
11167.698,eu,ip_ee12a09cc6e67d9b,102.133,16.237,53,65535,soax,socks5,gb,curl/8.5.0
11170.306,eu,ip_ee12a09cc6e67d9b,132.006,15.833,53,65535,soax,socks5,gb,curl/8.5.0
11173.344,eu,ip_ee12a09cc6e67d9b,103.878,16.208,53,65535,soax,socks5,gb,curl/8.5.0
11176.530,eu,ip_ee12a09cc6e67d9b,147.556,16.082,53,65535,soax,socks5,gb,curl/8.5.0
11179.500,eu,ip_ee12a09cc6e67d9b,103.395,15.983,53,65535,soax,socks5,gb,curl/8.5.0
11182.451,eu,ip_ee12a09cc6e67d9b,104.091,16.249,53,65535,soax,socks5,gb,curl/8.5.0
11185.937,eu,ip_ee12a09cc6e67d9b,104.312,15.646,53,65535,soax,socks5,gb,curl/8.5.0
11188.526,eu,ip_ee12a09cc6e67d9b,105.273,16.205,53,65535,soax,socks5,gb,curl/8.5.0
11191.904,eu,ip_ee12a09cc6e67d9b,205.153,16.814,53,65535,soax,socks5,gb,curl/8.5.0
11195.031,eu,ip_ee12a09cc6e67d9b,102.371,17.678,53,65535,soax,socks5,de,curl/8.5.0
11198.459,eu,ip_ee12a09cc6e67d9b,104.28,16.086,53,65535,soax,socks5,de,curl/8.5.0
11201.193,eu,ip_ee12a09cc6e67d9b,102.509,17.593,53,65535,soax,socks5,de,curl/8.5.0
11204.500,eu,ip_ee12a09cc6e67d9b,102.133,16.717,53,65535,soax,socks5,de,curl/8.5.0
11207.364,eu,ip_ee12a09cc6e67d9b,147.271,16.455,53,65535,soax,socks5,de,curl/8.5.0
11209.983,eu,ip_ee12a09cc6e67d9b,103.221,16.545,53,65535,soax,socks5,de,curl/8.5.0
11212.690,eu,ip_ee12a09cc6e67d9b,103.863,16.364,53,65535,soax,socks5,de,curl/8.5.0
11215.480,eu,ip_ee12a09cc6e67d9b,103.651,16.213,53,65535,soax,socks5,de,curl/8.5.0
11218.358,eu,ip_ee12a09cc6e67d9b,106.988,15.974,53,65535,soax,socks5,de,curl/8.5.0
11221.825,eu,ip_ee12a09cc6e67d9b,101.976,16.113,53,65535,soax,socks5,de,curl/8.5.0
11224.413,eu,ip_ee12a09cc6e67d9b,101.747,16.313,53,65535,soax,socks5,de,curl/8.5.0
11227.487,eu,ip_ee12a09cc6e67d9b,103.813,16.25,53,65535,soax,socks5,de,curl/8.5.0
11230.618,eu,ip_ee12a09cc6e67d9b,147.65,16.096,53,65535,soax,socks5,de,curl/8.5.0
11233.503,eu,ip_ee12a09cc6e67d9b,105.996,16.108,53,65535,soax,socks5,de,curl/8.5.0
11236.175,eu,ip_ee12a09cc6e67d9b,102.147,16.208,53,65535,soax,socks5,de,curl/8.5.0
11239.059,eu,ip_ee12a09cc6e67d9b,106.417,15.801,53,65535,soax,socks5,de,curl/8.5.0
11242.305,eu,ip_ee12a09cc6e67d9b,103.634,16.063,53,65535,soax,socks5,de,curl/8.5.0
11245.317,eu,ip_ee12a09cc6e67d9b,102.612,17.284,53,65535,soax,socks5,de,curl/8.5.0
11248.326,eu,ip_ee12a09cc6e67d9b,103.773,16.208,53,65535,soax,socks5,de,curl/8.5.0
11251.194,eu,ip_ee12a09cc6e67d9b,102.991,16.33,53,65535,soax,socks5,de,curl/8.5.0
11254.145,eu,ip_ee12a09cc6e67d9b,101.905,16.352,53,65535,soax,socks5,de,curl/8.5.0
11257.593,eu,ip_ee12a09cc6e67d9b,105.4,16.221,53,65535,soax,socks5,de,curl/8.5.0
11260.817,eu,ip_ee12a09cc6e67d9b,101.764,15.958,53,65535,soax,socks5,de,curl/8.5.0
11263.473,eu,ip_ee12a09cc6e67d9b,105.537,16.215,53,65535,soax,socks5,de,curl/8.5.0
11266.701,eu,ip_ee12a09cc6e67d9b,103.752,16.182,53,65535,soax,socks5,de,curl/8.5.0
11269.148,eu,ip_ee12a09cc6e67d9b,103.394,16.458,53,65535,soax,socks5,de,curl/8.5.0
11272.250,eu,ip_ee12a09cc6e67d9b,103.656,17.045,53,65535,soax,socks5,de,curl/8.5.0
11275.045,eu,ip_ee12a09cc6e67d9b,104.129,15.935,53,65535,soax,socks5,de,curl/8.5.0
11277.919,eu,ip_ee12a09cc6e67d9b,105.473,16.084,53,65535,soax,socks5,de,curl/8.5.0
11280.879,eu,ip_ee12a09cc6e67d9b,105.278,15.932,53,65535,soax,socks5,de,curl/8.5.0
11283.365,eu,ip_ee12a09cc6e67d9b,144.254,17.301,53,65535,soax,socks5,de,curl/8.5.0
11286.169,eu,ip_ee12a09cc6e67d9b,102.136,16.047,53,65535,soax,socks5,de,curl/8.5.0
11289.104,eu,ip_ee12a09cc6e67d9b,104.012,15.966,53,65535,soax,socks5,de,curl/8.5.0
11292.385,eu,ip_ee12a09cc6e67d9b,103.99,15.968,53,65535,soax,socks5,de,curl/8.5.0
11295.413,eu,ip_ee12a09cc6e67d9b,102.279,16.241,53,65535,soax,socks5,de,curl/8.5.0
11297.916,eu,ip_ee12a09cc6e67d9b,104.411,16.285,53,65535,soax,socks5,de,curl/8.5.0
11300.522,eu,ip_ee12a09cc6e67d9b,105.499,16.112,53,65535,soax,socks5,de,curl/8.5.0
11303.777,eu,ip_ee12a09cc6e67d9b,103.768,15.955,53,65535,soax,socks5,de,curl/8.5.0
11306.522,eu,ip_ee12a09cc6e67d9b,103.791,16.201,53,65535,soax,socks5,de,curl/8.5.0
11309.460,eu,ip_ee12a09cc6e67d9b,130.501,16.102,53,65535,soax,socks5,de,curl/8.5.0
11312.397,eu,ip_ee12a09cc6e67d9b,104.046,16.201,53,65535,soax,socks5,de,curl/8.5.0
11315.355,eu,ip_ee12a09cc6e67d9b,104.014,15.842,53,65535,soax,socks5,de,curl/8.5.0
11318.014,eu,ip_ee12a09cc6e67d9b,141.771,17.704,53,65535,soax,socks5,de,curl/8.5.0
11320.605,eu,ip_ee12a09cc6e67d9b,149.281,16.173,53,65535,soax,socks5,de,curl/8.5.0
11323.046,eu,ip_ee12a09cc6e67d9b,102.665,15.584,53,65535,soax,socks5,de,curl/8.5.0
11326.413,eu,ip_ee12a09cc6e67d9b,103.345,16.182,53,65535,soax,socks5,de,curl/8.5.0
11329.362,eu,ip_ee12a09cc6e67d9b,104.069,15.963,53,65535,soax,socks5,de,curl/8.5.0
11332.248,eu,ip_ee12a09cc6e67d9b,103.887,16.194,53,65535,soax,socks5,de,curl/8.5.0
11335.628,eu,ip_ee12a09cc6e67d9b,102.014,16.224,53,65535,soax,socks5,de,curl/8.5.0
11338.760,eu,ip_ee12a09cc6e67d9b,103.631,16.195,53,65535,soax,socks5,de,curl/8.5.0
11341.458,eu,ip_ee12a09cc6e67d9b,103.734,16.228,53,65535,soax,socks5,fr,curl/8.5.0
11343.922,eu,ip_ee12a09cc6e67d9b,145.783,16.16,53,65535,soax,socks5,fr,curl/8.5.0
11346.998,eu,ip_ee12a09cc6e67d9b,103.891,15.935,53,65535,soax,socks5,fr,curl/8.5.0
11350.220,eu,ip_ee12a09cc6e67d9b,103.743,16.096,53,65535,soax,socks5,fr,curl/8.5.0
11353.159,eu,ip_ee12a09cc6e67d9b,104.12,15.722,53,65535,soax,socks5,fr,curl/8.5.0
11355.964,eu,ip_ee12a09cc6e67d9b,115.362,15.956,53,65535,soax,socks5,fr,curl/8.5.0
11358.940,eu,ip_ee12a09cc6e67d9b,105.663,16.212,53,65535,soax,socks5,fr,curl/8.5.0
11361.779,eu,ip_ee12a09cc6e67d9b,103.903,15.769,53,65535,soax,socks5,fr,curl/8.5.0
11364.882,eu,ip_ee12a09cc6e67d9b,104.011,16.182,53,65535,soax,socks5,fr,curl/8.5.0
11368.280,eu,ip_ee12a09cc6e67d9b,101.871,16.327,53,65535,soax,socks5,fr,curl/8.5.0
11371.684,eu,ip_ee12a09cc6e67d9b,103.749,16.087,53,65535,soax,socks5,fr,curl/8.5.0
11374.309,eu,ip_ee12a09cc6e67d9b,103.778,15.707,53,65535,soax,socks5,fr,curl/8.5.0
11376.926,eu,ip_ee12a09cc6e67d9b,103.585,16.112,53,65535,soax,socks5,fr,curl/8.5.0
11380.151,eu,ip_ae6d7cd650286675,109.762,22.455,56,65535,soax,socks5,fr,curl/8.5.0
11382.864,eu,ip_ae6d7cd650286675,110.008,26.719,56,65535,soax,socks5,fr,curl/8.5.0
11385.543,eu,ip_ae6d7cd650286675,105.527,24.954,56,65535,soax,socks5,fr,curl/8.5.0
11388.123,eu,ip_ae6d7cd650286675,148.255,26.487,56,65535,soax,socks5,fr,curl/8.5.0
11391.235,eu,ip_ae6d7cd650286675,106.279,22.869,56,65535,soax,socks5,fr,curl/8.5.0
11394.047,eu,ip_ae6d7cd650286675,105.763,22.466,56,65535,soax,socks5,fr,curl/8.5.0
11397.492,eu,ip_ae6d7cd650286675,104.586,36.153,56,65535,soax,socks5,fr,curl/8.5.0
11401.027,eu,ip_ae6d7cd650286675,106.048,24.411,56,65535,soax,socks5,fr,curl/8.5.0
11403.735,eu,ip_ae6d7cd650286675,106.019,23.719,56,65535,soax,socks5,fr,curl/8.5.0
11406.261,eu,ip_ae6d7cd650286675,105.974,23.227,56,65535,soax,socks5,fr,curl/8.5.0
11409.354,eu,ip_ae6d7cd650286675,114.275,22.727,56,65535,soax,socks5,fr,curl/8.5.0
11412.329,eu,ip_ae6d7cd650286675,104.769,22.704,56,65535,soax,socks5,fr,curl/8.5.0
11415.437,eu,ip_ae6d7cd650286675,106.03,28.801,56,65535,soax,socks5,fr,curl/8.5.0
11418.974,eu,ip_ae6d7cd650286675,105.524,26.716,56,65535,soax,socks5,fr,curl/8.5.0
11422.128,eu,ip_ae6d7cd650286675,110.026,23.707,56,65535,soax,socks5,fr,curl/8.5.0
11424.850,eu,ip_ae6d7cd650286675,106.725,21.974,56,65535,soax,socks5,fr,curl/8.5.0
11428.391,eu,ip_ae6d7cd650286675,125.01,24.159,56,65535,soax,socks5,fr,curl/8.5.0
11431.312,eu,ip_ae6d7cd650286675,106.455,27.758,56,65535,soax,socks5,fr,curl/8.5.0
11434.434,eu,ip_ae6d7cd650286675,106.524,23.476,56,65535,soax,socks5,fr,curl/8.5.0
11437.629,eu,ip_ae6d7cd650286675,114.052,23.999,56,65535,soax,socks5,fr,curl/8.5.0
11440.652,eu,ip_ae6d7cd650286675,107.495,26.711,56,65535,soax,socks5,fr,curl/8.5.0
11443.388,eu,ip_ae6d7cd650286675,107.79,25.455,56,65535,soax,socks5,fr,curl/8.5.0
11446.057,eu,ip_ae6d7cd650286675,108.78,30.213,56,65535,soax,socks5,fr,curl/8.5.0
11448.697,eu,ip_ae6d7cd650286675,104.758,23.965,56,65535,soax,socks5,fr,curl/8.5.0
11451.349,eu,ip_ae6d7cd650286675,108.5,25.737,56,65535,soax,socks5,fr,curl/8.5.0
11454.054,eu,ip_ae6d7cd650286675,105.526,27.205,56,65535,soax,socks5,fr,curl/8.5.0
11457.457,eu,ip_ae6d7cd650286675,106.02,22.714,56,65535,soax,socks5,fr,curl/8.5.0
11460.330,eu,ip_ae6d7cd650286675,106.012,25.479,56,65535,soax,socks5,fr,curl/8.5.0
11463.122,eu,ip_ae6d7cd650286675,109.998,21.992,56,65535,soax,socks5,fr,curl/8.5.0
11466.401,eu,ip_ae6d7cd650286675,105.001,22.719,56,65535,soax,socks5,fr,curl/8.5.0
11468.977,eu,ip_ae6d7cd650286675,106.384,22.716,56,65535,soax,socks5,fr,curl/8.5.0
11472.396,eu,ip_ae6d7cd650286675,106.517,29.449,56,65535,soax,socks5,fr,curl/8.5.0
11475.703,eu,ip_ae6d7cd650286675,106.763,22.465,56,65535,soax,socks5,fr,curl/8.5.0
11478.941,eu,ip_ae6d7cd650286675,110.015,22.45,56,65535,soax,socks5,fr,curl/8.5.0
11482.216,eu,ip_ae6d7cd650286675,105.771,26.688,56,65535,soax,socks5,fr,curl/8.5.0
11485.473,eu,ip_ae6d7cd650286675,106.258,33.72,56,65535,soax,socks5,fr,curl/8.5.0
11488.500,eu,ip_ae6d7cd650286675,110.518,23.177,56,65535,soax,socks5,fr,curl/8.5.0
11491.821,eu,ip_ae6d7cd650286675,110.279,26.2,56,65535,soax,socks5,za,curl/8.5.0
11495.152,eu,ip_ae6d7cd650286675,106.004,22.988,56,65535,soax,socks5,za,curl/8.5.0
11497.872,eu,ip_ae6d7cd650286675,105.996,27.234,56,65535,soax,socks5,za,curl/8.5.0
11501.250,eu,ip_ae6d7cd650286675,153.002,22.211,56,65535,soax,socks5,za,curl/8.5.0
11504.368,eu,ip_ae6d7cd650286675,108.644,23.968,56,65535,soax,socks5,za,curl/8.5.0
11507.225,eu,ip_ae6d7cd650286675,110.028,22.711,56,65535,soax,socks5,za,curl/8.5.0
11509.759,eu,ip_ae6d7cd650286675,112.028,26.717,56,65535,soax,socks5,za,curl/8.5.0
